UNI_ST_UNIDADE,PRO_ST_DEFITEM,PRO_IN_CODIGO,PRO_ST_DESCRICAO,GRU_IDE_ST_CODIGO
UN,MP,7341,"CONTRAMARCO BRANCO 5,7M TCV-0001",15
PCT,OU,7381,SACO DE LIXO 150L,07
UN,OU,7479,JOGO BITS 16PC COM GUIA DW2053,15
UN,OU,7486,BROCA AÇO RAPIDO 10 MM,07
UN,OU,7496,ROTULADOR BROTHER PT-80,15
UN,OU,7498,"BUCHA REDUCAO ROSCAVEL 3/4X1/2""",15
UN,MT,7512,CORTINA DUO VF,07
UN,OU,7530,LIXA SECO 100,07
PC,MP,7536,PINUS BRUTO 39X150X2900MM - INATIVAR ITEM,15
SE,SE,7567,MO FORRO DE BEIRAL,15
PC,DI,7590,CILINDRO PNEUMATICO NORMALIZADO 63X320MM,07
UN,OU,7615,ESPELHO PEQUENO,07
UN,MP,7657,"PARAFUSO PANELA 4,2X38MM",15
UN,MP,7676,"DOBRADIÇA PARA PORTA 3.1/2""",01
PC,MP,7679,"SOLEIRA PEDRA NATURAL 69,5X14,2X2CM",15
PC,MP,7714,PINUS APARELHADO 30X45X3000MM,01
SE,SE,7782,SERVIÇO DE PROJETOS AMBIENTAIS,15
M2,PA,7796,PAINEL CONSTRUTIVO EM MADEIRA_NEX_ARIPUANÃ,15
UN,OU,7826,SERRA COPO DIAMANTADA 25MM,07
UN,MP,7936,"DISJUNTOR 20A-4,5KA 2P CURVA C",15
PC,DI,7977,"CILINDRO NORMALIZADO 80X200MM C/ ROSCA FEMEA M12X1,75",07
PC,MP,8004,CARENAGEM 80X80X450MM (TANQUE - TLR),15
UN,EQ,8010,SERVOMOTOR MKD071B,07
PC,MP,8093,TELHA FIBROCIMENTO ONDULADA TERMINAL ARESTA COMP. 1830MM ESP 6MM ESQ,15
PC,EQ,8043,GUARDA-CORPO STAR PARA ANDAIME 207,07
UN,MP,8208,JANELA DE CORRER 2FLH 120X120 AL BRANCO VD LISO 4MM C/ VZ SUP FIX VENT,15
UN,OU,8223,"CONECTOR DE PASSAGEM DE VENTILAÇÃO NATURAL, REDONDO 100MM",15
M,MP,8282,"CABO FLEXÍVEL 6,00MM 750V VERDE",15
UN,MP,8294,"PARAFUSO CHIPBOARD CABEÇA CHATA PHILIPS 3,5X60MM BICROMATIZADO",15
PC,MP,6581,PINUS BRUTO 50X200X3700MM,01
PC,MP,6736,PINUS BRUTO 39X200X3500MM,15
M,MP,7064,"TUBO PEX 20X16,2MM",15
PC,MP,7118,"ABRAÇADEIRA TIPO U SIMPLES 4""",15
UN,MP,7557,CUNHA DE MADEIRA 45X160X1420MM,15
PC,MP,7972,TANQUE MIN. 20L DE MARMORITE - COR MARFIM,15
UN,OU,7974,TORNEIRA P/ TANQUE,15
PC,MT,8026,"INTERRUPTOR SIMPLES PARA CONDULETE 3/4""",07
PC,MT,8027,"TAMPA PARA INTERRUPTOR SIMPLES PARA CONDULETE 3/4""",15
UN,OU,8089,LIXA DE CINTA 610X100 MM GR80,07
UN,MP,8100,CAIXA DE PASSAGEM ELÉTRICA 60X60X15CM METÁLICA,15
UN,OU,8135,ARMARIO PLASTICO P/ BANHEIRO,15
UN,OU,8239,BOMBONA PLASTICA 50L,07
PC,OU,8300,CHAPA METÁLICA U,15
PC,MT,8331,"TERMINAL FERRO GALVANIZADO 3/4""",15
PC,MT,8339,TOMADA EXTERNA REDONDA 20A/250,15
F,OU,6440,FARDO ÁGUA S/ GÁS,15
R,OU,6584,RIBBON CERA PREMIUM 110X74,07
UN,MP,6651,JOELHO 90° 32MM SOLDAVEL PVC MARROM AGUA FRIA TIGRE,01
UN,OU,6667,TERMINAL DE VENTILACAO 50MM PVC BRANCO ESGOTO SERIE NORMAL TIGRE,01
M3,MP,6974,PEDRISCO N-0,15
R,MP,7038,MANTA ASFALTICA BYTUM 500 (1X20M),15
UN,FE,7260,DISCO DE LIXA G150 230MM,07
UN,OU,7294,HD 1Tb,15
M,MP,8154,"CABO FLEXÍVEL 750V TERRA-16,0MM² VERDE - INATIVAR ITEM",15
M,MP,8155,"CABO FLEXIVEL ANT.CHAMA 750V - 70 C4 1,50MM² VERDE",01
PC,MP,8166,KIT POLVOS ELÉTRICOS CORREDOR,15
PC,MP,8173,"PLACA PARA FIXAÇÃO 1/8""X10X10CM",15
PC,MP,8174,"PARAFUSO SEXTAVADO INOX 1/4""X1""",01
UN,OU,8277,BULE,15
UN,MP,8347,JANELA DE CORRER 2FLH 120X120 AL BRANCO VD LISO 3MM - INATIVAR ITEM,15
PC,MP,8366,GRELHA CIRCULAR 100MM PVC BRANCO,01
UN,MP,8368,"ADAPTADOR AA C/ FLANGE E ANEL 32MMX1""",15
PC,MP,6429,MASTIQUE ACRÍLICO ELASTOMÉRICO,15
UN,MP,6540,PARAFUSO DRYWALL TA-45 P/ MADEIRA,01
PC,MP,6616,PINUS BRUTO 49X100X2700MM,15
PC,MP,6630,CANTONEIRA DE ANCORAGEM 40X150MM 9F TRATADA,01
UN,OU,6801,TORNEIRA JARDIM - INATIVAR ITEM,15
UN,MT,6815,FITA ISOLANTE 19X10 VERDE,07
UN,MT,1413,Fita crepe 50mm x 50m - INATIVAR ITEM,15
PC,OU,6880,CIM_OT 03_MRV_MAC,15
UN,DI,6970,BROXA RETANGULAR GRANDE,15
UN,OU,7295,Gabinete Sharkoon V1000 Micro-ATX,15
UN,OU,7298,Processador Ryzen 5 4600G,08
UN,OU,7299,Processador Ryzen 3 2200G,15
UN,MP,7914,PORTA GRELHA QUADRADO P/ GRELHA QUADRADA 100MM PVC BRANCO,01
UN,OU,8201,SECCIONADORA VERTICAL TRIFÁSICA 380V,15
UN,OU,8211,LIXA DE CINTA 610X100 MM GR24,15
UN,OU,8356,PINO PORTA PREGADEIRA,15
SE,SE,6546,SERVICO DE AVALIACAO TECNICA,09
SC,MP,7000,REJUNTE EPOXI 1KG,01
UN,OU,6446,REABASTECEDOR PINCEL ATOMICO,07
M2,MP,7001,CERÂMICA P/ PAREDE 32X59 NÓRDICO SNOW,15
UN,EQ,8168,MARTELO A BATERIA 18V,15
PC,FE,8186,TRENA DE AÇO 10M STARRET,07
UN,OU,8210,"DISCO FLAP 7""X7/8""",15
UN,OU,8237,RESPIRADOR DESCARTÁVEL CONCHA 3M 8822 CA5657,15
PC,MT,8250,"ENGATE RÁPIDO FEMEA BSP COM ROSCA FEMEA 1/4""",15
UN,EQ,8406,JAQUETA EM TYVEK COM CAPUZ G,15
UN,MT,6585,IMPERMEABILIZANTE IMPERFIM,15
UN,OU,6997,PARAFUSO CABEÇA CHATA 4X50,15
UN,MP,7022,"PERFIL Z1 18,5X2,5M",15
UN,MP,7368,JOELHO 90° 60MM SOLDAVEL PVC MARROM AGUA FRIA TIGRE,01
UN,DI,7417,BATERIA,07
UN,OU,7439,SERRA COPO 76MM,07
UN,MP,7473,MINI DISJUNTOR 2P 63A CURVA C,15
UN,MT,7532,DISCO DE LIXA G80 125MM,07
UN,DI,7611,"NÍVEL DE MADEIRA 16""",15
PC,MT,7690,"TELA TAPUME 1,2X50M (CERQUITE)",07
UN,MP,7759,"PROLONGADOR 4CM 3/4""",15
UN,FE,7764,ELASTICO P/ BAGAGEIRO 5MM NYLON,15
PC,MP,7786,PINUS APARELHADO 30X45X4000MM,15
PC,EQ,8046,"POSTE PARA ANDAIME 1,50",07
PC,EQ,8047,"POSTE PARA ANDAIME 2,00",07
SE,SE,8060,SERVIÇO DE CHAVEIRO,09
UN,OU,8401,"BOTINA SEG COURO, BICO COMPOSITE, BIDENSIDADE + SOLADO ANTI-PERFURO 45",07
R,MT,6485,"TELA DE REFORÇO 0,1M",15
UN,MP,6568,CX SIFONADA GIRAFÁCIL C/ GRELHA E PORTA GRELHA QUADRADA BRANCA 100MM,15
M,MP,6769,"CABO FLEXLUZZANO ANT.CHAMA 750V - 70 C4 2,50MM 100M PRETO RL",15
PC,OU,6805,OSB L_PT 01_MRV_MAC,15
PC,OU,6849,"OSB 9,5_EP-01A_MRV_MAC",15
UN,MP,7117,PLACA CIMENTÍCIA AUTOCLAVADA 8X1200X3000MM,01
UN,OU,7172,ISOPOR 10MM - INATIVAR ITEM,15
UN,FE,7240,SERRA CIRCULAR METAL DURO 98MM,07
UN,OU,8394,CESTA DE FLORES,15
UN,OU,8410,CLIPS Nº2 CX 500,07
UN,MP,8456,CONJUNTO MONTADO DE 2 INTERRUPTORES SIMPLES 6A 250V,15
PC,PA,8462,KIT MONTAGEM ESCADA_TCT_ADL,15
PC,PA,8466,KIT FORRO PVC BEIRAL_TCT_ADL,15
PC,PA,8496,KIT PISO CERÂMICO APTO_TCT_ADL,15
PC,PA,8497,KIT PISO CERÂMICO CORREDOR_TCT_ADL,15
PC,PA,8498,KIT AZULEJO APTO_TCT_ADL,15
UN,MP,6644,"JANELA DE ALUMINIO 111,1X161,6 2 FLH CORRER",15
M,OU,6424,"MANGUEIRA VÁCUO/AR 2 1/2""",07
UN,OU,6518,OCULOS DE SEGURANÇA C/ GRAU,07
PC,PA,6688,KIT SANITÁRIO_MRV_MAC,15
UN,MP,6789,DISJUNTOR 50A 2P CURVA C,15
M2,MP,6949,TELA DETALHE CIMENTICIA R131 \a101 FLX4801C (VERTEX) - INATIVAR ITEM,15
UN,OU,7010,COLETE REFLETIVO M,07
M3,MT,7171,AREIA FINA,01
PC,OU,7250,LIMPA CONTATO SPRAY (MANUT),15
M,OU,8086,"DUTO CORRUGADO COM GUIA 1.1/4""",15
M,MP,8107,ACABAMENTO NOBRE P/ FORRO PVC BRANCO (6M),15
PC,MP,8320,"LUVA DE COMPRESSÃO COM ROSCA MACHO 20MMX1/2""",15
PC,PA,8499,KIT GUARDA-CORPO ESCADA_TCT_ADL,15
UN,MP,8510,"HASTE ATERRAMENTO COBREADA 1/2X1,5M IH-512",15
UN,OU,8518,TRINCO FIO REDONDO,07
PC,PA,8540,P2 11_TCT_ADL,04
SE,SE,6358,SERVICO DE HONORARIOS CONTABEIS,09
UN,OU,6468,MARRETA 2KG SEM CABO,07
GL,OU,6596,"TINTA DEC FOSCO CHOCOLATE AM 3,2L",15
UN,MP,8098,"ARRUELA LISA 3/16""",07
UN,OU,8139,MASCARA RESPIRADOR COM VALVULA PFF2,07
PC,MP,8302,JOELHO DE COMPRESSÃO 20MM MULTICAMADA,15
UN,OU,8327,PARAFUSO SEXTAVADO 30MM,01
PC,MP,8329,"SUPORTE EM L P/ TUBO DE GÁS BITOLA 3/4""",15
PC,PA,8556,PT 09_TCT_ADL,04
PC,PA,8563,PT 43_TCT_ADL,04
PC,PA,8583,T A-1_TCT_ADL,15
UN,MP,8637,QUADRO DE PVC EMBUTIR PARA 12/16 DISJUNTORES COM BARRAMENTO - INATIVO,15
PC,OU,8648,CABO PATHC CORD 1M,15
M,MP,8660,CONDUTOR #30,15
UN,OU,8664,"BUCHA DE REDUÇÃO C/ROSCA 1X3/4""",01
PC,MP,8668,"SOLEIRA PEDRA NATURAL 160X7,5X2CM",15
PC,MP,8669,"SOLEIRA PEDRA NATURAL 76X3,5X2CM",15
UN,OU,7724,BITS PH2 1/4 38MM,07
PC,MP,7733,PINUS BRUTO 45X150X3000MM,15
UN,OU,8115,TINTA SPRAY AZUL,07
UN,OU,8124,CORRENTE DE AÇO C/ PROTEÇÃO PLASTICA 90CM,15
PC,MT,8128,TOMADA DESM 2P 20A,15
UN,MP,8642,"CHURRASQUEIRA MEDIA O,65CM LISA",15
UN,MP,8665,CAIXA D ÁGUA PLÁSTICA C/TAMPA 250L,15
PC,MP,8680,PÉS EM CONCRETO PARA CHURRASQUEIRA,15
KG,MP,8701,ARAME GALVANIZADO (BITOLA: 16 BWG),01
SE,SE,6380,SERVICO DE ESTADIA,09
PC,MT,6423,"ENGATE RÁPIDO MACHO ROSCA 1/4"" 0114-A",15
PC,OU,6482,LUVA LATEX FORRADA AMARELA,07
UN,MT,6505,DISCO DE LIXA 225MM G 80P,15
UN,FE,6514,"DISCO PARA LIXA 7"" PVC",07
M,MP,6770,"CABO FLEXÍVEL ANT.CHAMA 750V - 70 C4 2,50MM 100M - INATIVAR ITEM",15
PC,OU,6867,KIT HIDRÁULICO_PT 06_MRV_MAC,15
UN,MP,7154,PARAFUSO PA-32 HI-LO CABEÇA C/ CUNHA,15
UN,MT,7158,LIMPADOR MULTIUSO,07
M2,MP,7361,ISOPOR 10MM,15
M2,MP,7362,ISOPOR 4MM,15
UN,MP,7378,LUVA DE CORRER 75MM PVC ESGOTO SERIE NORMAL,15
PC,PA,7398,KIT SHAFT COZINHA_TCT_SLB,15
UN,MP,7430,MASSA CORRIDA 15KG,15
UN,OU,7459,"DISCO DE CORTE 7""",07
UN,OU,7467,MODULO CIGARRA BIVOLT,01
SE,SE,6369,SERVICO ESTACIONAMENTO,15
PC,OU,6483,ESPÁTULA AÇO CROMADO 80MM,15
PC,MP,6615,PINUS BRUTO 42X100X2700MM - INATIVAR ITEM,15
PC,PA,6674,KIT CIMENTÍCIA_MRV_MAC,15
PC,PA,6675,KIT COBERTURA_MRV_MAC,15
UN,OU,6702,REBITE REBITOP 210,15
UN,MT,6814,FITA ISOLANTE 19X10 VERMELHA,07
UN,MP,6990,SIFÃO SANFONADO,15
UN,MP,6999,VEDAPREN PAREDE 20L,01
PC,MP,7091,PARAFUSO HBS 8X120MM,01
UN,OU,7110,COMPRESSA DE GAZE,07
UN,OU,7189,TAPETE,07
UN,OU,7515,MOLA A 304,15
PC,MP,7597,PINUS APARELHADO 38X50X3000MM,15
PC,PA,7619,P2 05A_TCT_SLB,15
PC,DI,7637,CAMARA DE AR,07
UN,OU,7768,CAIXA METÁLICA M5,07
UN,MP,7823,JANELA DE CORRER 140X120CM ALUMÍNIO C/ VENEZIANA,15
UN,OU,7827,SERRA COPO 51MM,15
UN,OU,7864,ACABAMENTO PVC FLEXÍVEL BRANCO,15
UN,OU,7928,ESPELHO CEGO 4X2,01
MIL,MP,7952,"PREGO ANELADO EM ROLO 2,1X32MM TRATADO",15
PC,MP,7961,CONECTOR MACHO METÁLICO 40X1/8,15
PC,EQ,8048,"BARRA HORIZONTAL PARA ANDAIME 0,73 M",07
PC,MP,8163,KIT CAIXAS DE PASSAGEM,15
UN,MP,8274,DISJUNTOR DR 4P 40A,15
UN,EQ,8407,JAQUETA EM TYVEK COM CAPUZ GG,15
UN,OU,8408,FILTRO PARA RESPIRADOR FACIAL,07
M,MP,8419,"CABO FLEXIVEL ANTICHAMA 750V 70 C4 16,00MM2 AZUL",01
M,MP,8426,TUBO PEX MONOCAMADA 25MM/M,15
UN,MP,8427,JOELHO 90° REDUCAO 32X25MM SOLDAVEL PVC MARROM AGUA FRIA TIGRE,01
UN,FE,8448,"SOQUETE MAGNÉTICO 1/2"" P/ PONTEIRA T30 E T40",15
PC,PA,8479,KIT CONTRAPISO SACADA_TCT_ADL,15
PC,PA,8564,E-01_TCT_ADL,15
UN,OU,6453,AUTODESK AEC,15
PC,PA,8571,E-AT-01_TCT_ADL,15
PC,PA,8572,T -Viga_TCT_ADL,15
SE,SE,8573,SERVIÇO DE PRODUÇÃO DE VIDEO PROMOCIONAL,15
UN,MP,8591,ACABAMENTO CUMEEIRA PREMIER BRANCA CEJATEL,15
UN,OU,8619,LIXA FERRO 36,15
UN,OU,8620,PARAFUSADEIRA MAKITA DTD170,07
UN,OU,8623,PLACA BASE TUPIA RP2301FC,15
UN,MP,8696,"NÍPEL C/ROSCA 1/2""",01
UN,OU,8699,CAIXA SIFONADA COM GRELHA E PORTA GRELHA 100X100X50MM,01
UN,MP,8702,PAPELEIRA,15
PC,MT,6421,"ESPIGÃO MACHO 1/4""",07
UN,OU,6430,PONTA BIT 2 162L,15
PC,MP,6619,PINUS APARELHADO 38X90X2700MM,01
UN,MP,6632,"PINGADEIRA DE JANELA 4,6M TCV-0002 A TRATAR",15
PC,MP,6661,MONTANTE DE DRYWALL M90,15
UN,MP,6662,GUIA DRYWALL G90,15
PC,PA,6687,KIT IMPERMEABILIZAÇÃO_MRV_MAC,15
PC,OU,6840,OSB R_PT 10_MRV_MAC,15
PC,MT,6928,SERRA CIRCULAR METAL DURO 76MM,07
PC,FE,7040,TUPIA ELETRICA,08
PC,MP,6956,PINUS BRUTO 50X150X4000MM,15
UN,FE,7057,TRIPE PARA NIVELADOR OPTICO,08
PC,MP,7058,"REGISTRO DE ESFERA LATÃO 1""",15
UN,MP,7102,PINUS BRUTO 47X195X4000MM,15
UN,OU,7976,PARAFUSO TELHA 16X15CM,15
PCT,OU,7176,AÇUCAR 5KG,07
BD,OU,6499,"TINTA ACRÍLICA FOSCA 3,6L",01
BD,MP,6500,"TINTA ACRÍLICA 3,6L",01
BD,OU,6501,"TINTA FOSCA 3,6L",15
KG,MP,6502,MASSA PRONTA PARA CONTRAPISO,15
M,MP,7202,"CABO FLEXÍVEL ANT.CHAMA 750V - 70 C4 1,50MM 50M PRETO RL",15
M,MP,7429,ACABAMENTO CONVENCIONAL P/ FORRO PVC 6M,15
UN,DI,7441,"DISCO DIAMANTADO SEGMENTADO 125X22,5MM",07
UN,OU,7489,"PARAFUSO AUTO-ATARRAXANTE PANELA 3,9x25MM PHILLIPS",15
UN,FE,7552,FITA LARGA TRANSPARENTE 45MMX30M,07
UN,MP,7666,JANELA DE CORRER 3FLH IDEALE 1194X1200MM ALUMÍNIO,15
UN,FE,7699,VIBRADOR PORTATIL GVC 20-EX 220V,08
UN,MP,7734,PINUS APARELHADO 45X190X3800MM,15
UN,FE,7741,PLACA DE VEDAÇÃO DI PL 410X400 S25,15
PC,MP,7813,PINUS APARELHADO 25X50X2500MM,15
PC,MP,7884,CUMEEIRA TERMINAL DE FIBROCIMENTO ONDULADA 25 GRAUS,15
UN,MP,7897,"KIT PORTA INT LISA BR LAM MELAM. 0,7X2,1M DIR BAT 135MM VIST 70MM",15
SE,SE,8063,SERVIÇO DE CONSTRUÇÃO,09
UN,OU,8120,"SOQUETE SEXTAVADO 1/2X5/8""",07
PC,MT,8127,PINO MACHO DESM 2P 20A,15
PC,EQ,8176,"ABRAÇADEIRA GIRATORIA 42,2 PARA ANDAIME",07
UN,MT,8334,"PORTA SANFONADA PVC 0,84CM BRANCO NEVE",15
PC,MP,8360,BLOCO DE CONCRETO 14X40CM,15
PC,MP,8375,COIFA PEQUENA,15
UN,FE,8711,ESQUADRO ENGENHARIA FABRICADO,15
UN,OU,6452,AUTODESK REVIT,15
PC,MP,6496,TRAVESSA METÁLICA T4,15
UN,FE,6588,CHAVE DE IMPACTO A BATERIA 18V,08
UN,OU,6784,"TORNEIRA BÓIA P/ CX ÁGUA 1/2""",07
UN,OU,7177,PAPEL TOALHA FARDO COM 7000 UNIDADES,07
UN,DI,7245,SENSOR LASER,15
UN,OU,7804,PORTA FILTRO P/ CAFÉ,15
PC,MP,8002,CARENAGEM PLÁSTICA 80X135X550MM,15
PC,EQ,8042,BASE PARA ANDAIME,07
M,MP,8677,"CABO FLEXIVEL ANT.CHAMA 1kV - 90° EPR/HEPR/XLPE C4 16,00MM² VERDE",01
M,MP,8694,CHAPA METÁLICA PARA CALHA EM AÇO GALVANIZADO,01
UN,OU,6360,BATERIA 23AE 12V (PILHA),15
PC,MP,6549,CANTONEIRA DE ANCORAGEM 40X200MM 12F A TRATAR,01
UN,OU,6361,BATERIA 6F22 9V (PILHA),15
UN,MP,6921,ELETRODUTO FLEXÍVEL CORRUGADO PEAD Ø25 - INATIVAR ITEM,15
PAR,MP,7028,CONECTOR HC ESQUERDO 50X122MM,01
UN,DI,7029,BROCA DE WIDEA 5MM,07
UN,OU,7720,PAPELÃO ONDULADO METRO,07
PC,EQ,8032,GUARDA-CORPO STAR PARA ANDAIME 257,07
M,MP,8146,"CABO FLEXÍVEL 750V FASE A-16,0MM² VERMELHO - INATIVAR ITEM",15
PC,MP,8220,"CAIXA DE INSPEÇÃO SUSPENSA EM PVC 160x160MM C/ BOCAL P/ 1"" E 2""",01
UN,OU,8248,ABRAÇADEIRA 19-27 MM FITA 14 MM,07
M,MP,8286,"CABO FLEXÍVEL 6,00MM 750V VERMELHO",15
UN,OU,8307,"PARAFUSO AUTOPERFURANTE LA 3,5X32MM - INATIVO",15
PC,MP,8326,"VÁLVULA DE BOTIJÃO FINAL DE LINHA 1/2""",15
UN,OU,8343,FONTE EVGA 450W,15
UN,MP,8370,DUCHA HIGIÊNICA C/ REGISTRO (DN15) C/ GATILHO TRIO,15
UN,DI,6504,BROCA SDS PLUS 6X260MM,07
PC,MP,6534,PINUS APARELHADO 35x50x3000MM,15
UN,MP,6640,"PORTA DE ALUMÍNIO 81,2X210,6 DE ABRIR VIDRO FIXO C/ TRAV. HORIZ.",15
PC,OU,6869,KIT HIDRÁULICO_PT 11_MRV_MAC,15
PC,OU,6870,MADEIRA_OT 01_MRV_MAC,15
SE,SE,6907,MO DE TELHAMENTO,09
UN,MP,6965,GRAVATA AE 45X170MM ESQUERDA A TRATAR,15
UN,MT,7284,LIXA FERRO 700,15
UN,FE,7307,SARGENTO DUPLO P/ VIGAS DE MADEIRA,15
UN,OU,8402,"BOTINA SEG COURO, BICO COMPOSITE, BIDENSIDADE + SOLADO ANTI-PERFURO 46",07
PC,PA,8544,P2 44_TCT_ADL,04
PC,PA,8552,PT 05_TCT_ADL,04
PC,PA,8558,PT 11_TCT_ADL,04
UN,MP,8592,MONTANTE DRYWALL M70,01
UN,OU,8617,CORANTE LIQUIDO TERRA 50ML (PIGMENTO),07
M,MT,8639,"MANGUEIRA 1 TRAMA TERMOPLASTICA 1/2""",07
UN,DI,8643,ESPATULA LISA INOX 40CM,07
PCT,OU,7174,SABÃO EM PEDRA,07
SE,SE,8213,SERVIÇO DE MANUTENÇÃO DE EMPILHADEIRA,09
UN,OU,8214,ARMARIO METALICO 16 PORTAS PARA VESTIARIO,08
PC,OU,8233,CARREGADOR PARA NOTEBOOK LENOVO IDEAPAD 330,15
M,OU,8258,ESTEIRA PORTA CABOS FB.240.100.150,07
M,MP,8283,"CABO FLEXÍVEL 2,50MM 750V PRETO",15
UN,MP,8369,"REGISTRO DESV. TIPO CRUZ P/ DUCHA HIGIÊNICA 1/4""",15
UN,MP,8388,RECARGA DE EXTINTOR DE PÓ QUÍMICO BC 4KG,15
UN,DI,8644,ESPATULA DE EVA PARA APLICAÇAO DE REJUNTE,07
SE,SE,8654,SERVIÇO DE FABRICAÇÃO DE COMPONENTES EM AÇO,09
M,MP,8656,DUTO CHURRASQUEIRA SEM PINTURA,15
M,MP,8659,"VEDAÇÃO CHAMINÉ 0,50X0,50",15
UN,MP,8663,"PARAFUSO DRYWALL PONTA AGULHA 4,2X13",01
M,MP,8675,"CABO FLEXIVEL ANT.CHAMA 1kV - 90° EPR/HEPR/XLPE C4 16,00MM² VERMELHO",01
UN,MP,8703,SABONETEIRA,15
UN,MP,8707,"PORTA VENEZIANA 65,5X55,5 - PINTURA EPOXI",15
UN,OU,6701,"PARAFUSO LA CABEÇA FLANGEADA 4,5 X 60",07
PC,MP,6955,PINUS BRUTO 49X150X3000MM,15
PCT,OU,7106,REFRIGERANTE,07
UN,OU,7217,PLACA DE FOTO - PAPEL ZENITH,15
PC,MP,7366,CONEXÃO FIXA FÊMEA 25MM,15
UN,DI,7404,ENXADA C/ CABO,07
UN,OU,7415,LIXA G400 (AGUA),07
UN,MP,7423,CANTONEIRA PVC RÍGIDO 40X40X6000MM BRANCO,15
PC,OU,7436,CHAPELETA PINGO 304L,15
UN,MT,7451,FITA ISOLANTE 19X10 AMARELA,07
UN,EQ,7487,MASCARA RESP. S/ VALVULA,15
PC,DI,7551,BROCA SDS PLUS 6X150MM,15
PC,MP,7571,"PORCA SEXTAVADA 1/2"" AUTOTRAVANTE",01
UN,MP,7602,REDUÇÃO ESGOTO 50X40MM,15
UN,DI,7605,SERRA CIRCULAR METAL DURO 51MM,07
PC,PA,7620,P2 06A_TCT_SLB,15
PC,PA,7626,P2 12A_TCT_SLB,15
UN,FE,6513,LÂMINA P/ SERRA TICO TICO 21 DENTES 76MM,15
SE,SE,6545,LIMPEZA FINA E GROSSA,15
UN,MP,6602,CAIXA DE LUZ ELETROD. PES. 2X4 - BRANCA,15
UN,MT,7160,BALDE 20L C/ ESCALA ADESIVA,07
KG,MP,7246,FIBRA DE POLIPROPILENO P/ CONTRAPISO,01
UN,EQ,7281,TALABARTE Y DUPLO C/ ABS 50MM,07
UN,MP,7339,"CONTRAMARCO BRANCO 5,4M TCV-0001",15
UN,FE,7654,PA QUADRADA COM CABO,07
M,MP,7660,"CONDUÍTE 1.1/4""",15
PC,MP,7812,PINUS APARELHADO 35X50X2500MM,15
UN,MP,7839,DILUENTE P/ PU 900ML,15
PC,MT,8025,"TAMPA PARA TOMADA PARA CONDULETE 3/4""",07
PC,EQ,8051,"BARRA HORIZONTAL PARA ANDAIME 2,07 M",07
UN,MP,8082,"JOELHO 90° DE TRANSICAO 22MMX1/2"" CPVC AGUA QUENTE TIGRE",01
SE,SE,8226,SERVIÇO DE CRIAÇÃO DE MAQUETE ELETRÔNICA,09
UN,MP,8272,JOGO ALIZAR BRANCO INTERNO P/ PORTA 90 X 210 5 CM,15
UN,MP,6347,PARAFUSO HBS 6X40MM,01
UN,DI,6438,FORMÃO CABO DE MADEIRA,07
SE,SE,6462,SERVICO DE TRANSPORTES AGUA COM CAMINHAO PIPA,09
PC,MP,6538,PINUS APARELHADO 25X38X2500MM,01
UN,OU,6797,"PROLONGADOR EXT PINTURA 3,0M",15
PC,PA,6897,OT CX-A_MRV_MAC,15
KG,MP,7036,PREGO LISO 18X36,15
UN,MP,7416,GESSO ACARTONADO RF 15X1200X2520MM - INATIVAR ITEM,15
UN,OU,8287,FLANGE P/ CAIXA DA ÁGUA 50MM,15
UN,MP,8423,DISJUNTOR 63A 5KA 1P CURVA C SOPRANO,01
PC,MP,8430,"CONJUNTO MONTADO COM 1 PULSADOR PARA CAMPAINHA 127V 70DB, 4X2",01
UN,OU,8440,PARAFUSO CHIPBOARD PHILIPS P/ MADEIRA 6X60MM,01
SE,SE,8441,SERVIÇO DE PROJETO HIDRÁULICO,15
UN,MP,8455,PLACA CEGA 2X4 BRANCO,01
PC,PA,8465,KIT TABEIRA_TCT_ADL,15
PC,PA,8467,KIT ARREMATE EXT_TCT_ADL,15
PC,OU,6656,"REGISTRO DE GAVETA ABNT 3/4"" - DOCOLBÁSICOS",01
UN,MT,6791,SERRA CIRCULAR METAL DURO 30MM,07
SE,SE,6914,MO TRATAMENTO DE JUNTAS (FORRO),15
M2,MP,6969,LA DE VIDRO 50MM,01
PC,MP,7278,MADEIRA EUCALIPTO 50X110X3000MM,15
UN,OU,7301,"Monitor LED 19.5"" Widescreen LG 20M37AA",15
PC,OU,7562,"BARRA ROSCADA 3/8""X80 MM",15
PC,MP,7964,TERMINAL ESQ CALHA METÁLICA BRANCO,15
UN,OU,7970,TUBO DE AÇO P/ CHUVEIRO,07
UN,OU,7997,"PLACA E SUPORTE 2X4"" P/ 1 FUNÇÃO",01
M2,MP,8092,CERÂMICA PARA PISO 62X62 PEI4,15
UN,OU,8244,SWITCH 16 PORTAS 10/100/1000,15
PC,PA,8468,KIT JUNTA DE DILATAÇÃO_TCT_ADL,15
PC,PA,8487,KIT HIDRÁULICA TÉRREO_TCT_ADL,15
PC,PA,8492,KIT ELÉTRICO_TCT_ADL,15
UN,OU,8516,PARAFUSO CHIPBOARD 4X60MM PONTA AGULHA BICROMATIZADO,15
UN,FE,8279,EXTENSÃO 8CM 3/4,15
UN,OU,8352,CHAVE BIELA 8MM,15
UN,OU,8517,COFFEE BREAK,15
PC,PA,8529,P2 01_TCT_ADL,04
PC,PA,8551,PT 04_TCT_ADL,04
PC,PA,8561,PT 31_TCT_ADL,04
PC,PA,8562,PT 42_TCT_ADL,04
